month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202102,37065,"edgecombe, nc",105900,0.1767,0.1767,44,-0.102,-0.5165,81,0.246153846,-0.181818182,12,-0.4,-0.5714,0,,,8,1,-0.5,41,0.1389,0.2813,74.56140351,0.185,0.2394,1366.5,-0.0047,-0.1127,123095.9524,0.0592,0.0183,85,0,-0.3089,0.931818182,0.1971,0.5802
202102,15001,"hawaii, hi",487000,-0.0237,0.0822,679,-0.2068,-0.5037,85.5,0.017857143,-0.145,224,0.0566,-0.3333,24,1,2,116,-0.2162,-0.6375,726,0.0692,0.375,351.5354572,-0.0377,0.0855,1484.5,0.0085,-0.0103,1363377.759,0.0528,0.2583,1405,-0.0847,-0.259,1.06921944,0.276,0.6833
202102,42069,"lackawanna, pa",183450,0.0798,0.1473,238,-0.2119,-0.5467,101.5,0.10326087,-0.147058824,88,0.0476,-0.2414,0,,,32,-0.3333,-0.7838,261,0.2794,0.2609,98.10271508,0.0139,0.1195,1873.5,0.0408,0.0171,328839.5453,0.0726,0.5688,499,-0.0138,-0.3183,1.096638655,0.4211,0.7024
202102,1113,"russell, al",159950,0.1433,-0.1109,100,-0.0991,-0.5025,33,-0.476190476,-0.507462687,76,0.3571,0.1176,0,,,20,0.25,-0.375,23,-0.0417,22,82.90898276,-0.0124,-0.0743,1712.5,0.0316,-0.148,201561.0295,0.0255,-0.0836,123,-0.0889,-0.3911,0.23,0.0138,0.225
202102,6095,"solano, ca",509750,-0.029,0.0846,205,-0.0766,-0.5534,14,-0.481481481,-0.6,356,0.3284,-0.0918,36,0,0.125,24,-0.25,-0.8065,423,-0.0537,-0.1673,307.1647408,0.0483,0.1398,1772.5,-0.0031,0.0031,686542.5555,0.0084,0.222,628,-0.0613,-0.3506,2.063414634,0.0499,0.9567
202102,8031,"denver, co",557250,0.0171,-0.0553,822,-0.1246,-0.0917,32,-0.5,-0.085714286,824,0.1135,0.1444,16,-0.5556,0,196,-0.1967,-0.3553,1528,0.2884,0.6483,395.5745869,-0.0003,0.1179,1405.5,0.0434,-0.2394,831479.3005,0.0645,-0.019,2350,0.1059,0.2828,1.858880779,0.5958,0.8346
202102,17111,"mchenry, il",329945,0.0998,0.1659,348,-0.2435,-0.7288,35.5,-0.398305085,-0.436507937,288,0.1077,-0.5168,40,-0.5,1.5,72,-0.3077,-0.7882,805,0.2271,0.0307,143.7072044,0.037,0.1623,2101,0.0416,0.0005,431262.8704,0.1139,0.3402,1153,0.0332,-0.4414,2.313218391,0.8871,1.7045
202102,36119,"westchester, ny",650000,0.0002,-0.0647,4770,-0.004,0.6274,322.5,0.108247423,3.813432836,912,0.0364,-0.0916,32,0.3333,0.6,300,-0.2268,-0.3421,1425,-0.0152,19.0704,315.1949799,0.0103,0.037,1971,0.0015,-0.0854,1119127.827,0.0194,0.074,6195,-0.0066,1.0636,0.298742138,-0.0034,0.2745
202102,13157,"jackson, ga",354950,0.0214,0.1508,343,-0.2899,-0.6549,41,-0.316666667,-0.226415094,264,0,-0.3774,72,-0.3077,0,32,-0.5,-0.8431,778,0.1526,0.2468,130.0215388,0.0661,0.1301,2170,-0.036,-0.132,473842.6061,0.0566,0.2114,1121,-0.032,-0.3072,2.268221574,0.8707,1.6405
202102,41053,"polk, or",620000,0.1925,0.6986,90,-0.1667,-0.6667,40.5,-0.325,-0.376923077,64,-0.3043,-0.5152,0,-1,-1,12,0,-0.8125,235,0.2772,0.0981,268.0141239,0.2553,0.3836,2226,-0.0146,0.1147,787803.8517,0.05,0.5304,325,0.113,-0.3285,2.611111111,0.9074,1.8185
202102,36045,"jefferson, ny",169000,0.0249,0.0249,257,-0.1546,-0.7655,132.5,-0.018518519,-0.04676259,76,0.4615,-0.525,0,,-1,28,-0.3,-0.8056,225,0.0417,-0.3421,95.07127117,0.0078,-0.0335,1765.5,0.0534,0.07,240808.8394,0.0043,0.0802,482,-0.0731,-0.6648,0.875486381,0.165,0.5634
202102,6109,"tuolumne, ca",525000,0.096,0.5,161,-0.191,-0.613,73,0.057971014,-0.381355932,64,-0.2381,-0.4074,4,-0.5,0,28,-0.125,-0.5625,186,0.022,0.3778,261.9185243,0.027,0.2965,1892.5,0.0003,0.0202,631101.8814,0.0121,0.3736,347,-0.0892,-0.3702,1.155279503,0.2407,0.8308
202102,12033,"escambia, fl",334950,0.1354,0.2507,489,-0.2113,-0.5873,58.5,0.026315789,-0.1875,324,0.3065,-0.1818,120,-0.1667,0.1111,96,-0.2727,-0.6712,23,0.0455,-0.1154,163.6384958,0.0728,0.2462,1890,0.0249,-0.0053,568531.9284,0.1628,0.4392,512,-0.2025,-0.5772,0.047034765,0.0116,0.0251
202102,54079,"putnam, wv",203400,-0.1626,-0.149,66,-0.1538,-0.625,79.5,0.394736842,0.089041096,24,-0.25,-0.7,0,,,12,-0.4,-0.5714,73,0.2373,-0.3048,113.5173993,-0.0292,0.1186,1863,-0.0991,-0.0572,266716.0938,-0.0598,-0.1826,139,0.0146,-0.5053,1.106060606,0.3497,0.5095
202102,4017,"navajo, az",430500,0.1041,0.3457,140,-0.1813,-0.7426,87,0.035714286,-0.25,84,0.4,-0.3636,8,0,1,16,-0.2,-0.7895,71,0.0923,-0.1932,186.7879326,0.0042,0.131,2125.5,0.0007,0.1088,612898.1282,0.0631,0.5659,211,-0.1059,-0.6661,0.507142857,0.127,0.3454
202102,41039,"lane, or",449500,-0.0333,0.1238,252,-0.0491,-0.4557,56.5,-0.385869565,-0.00877193,228,0.1176,-0.1972,4,-0.5,-0.9412,28,-0.3,-0.8571,531,0.0706,0.0453,254.3528194,-0.0005,0.1779,1554,-0.0766,-0.2136,567151.4428,-0.0152,0.1826,783,0.0289,-0.1936,2.107142857,0.2354,1.01
202102,36059,"nassau, ny",737000,0.011,0.1,3189,-0.04,-0.3186,72.5,-0.070512821,-0.046052632,1124,-0.0847,-0.3245,52,0.3,0.4444,348,-0.3203,-0.5397,2441,-0.3549,-0.1623,168.7025003,,,699,,,1248723.687,0.011,0.2007,5630,-0.2077,-0.2586,0.765443713,-0.3736,0.1428
202102,13153,"houston, ga",276950,0.0261,0.1641,301,-0.1275,-0.6446,47.5,-0.12037037,-0.194915254,160,0.1111,-0.5349,80,0.25,1.8571,12,-0.7,-0.9211,929,0.1686,2.2369,109.7111521,0.0102,0.131,2406,0.0038,0.0375,282591.6589,0.0465,0.1821,1230,0.0789,0.0847,3.086378738,0.782,2.7475
202102,55101,"racine, wi",272450,0.0684,0.1851,171,-0.2467,-0.6023,44,-0.228070175,-0.456790123,104,-0.1034,-0.4348,0,,,44,0.1,-0.6207,245,0.1667,0.2374,148.9678899,0.0651,0.1279,1599,0,-0.0385,413547.7787,0.0932,0.3093,416,-0.0481,-0.3376,1.432748538,0.5076,0.9723
202102,13215,"muscogee, ga",174950,0.0609,0.1664,296,-0.0034,-0.4618,56,-0.176470588,-0.384615385,172,0.1622,0.075,16,,3,52,0,-0.6176,39,0.1818,0.6957,96.70396419,0.0536,0.1469,1738,0.0689,-0.0819,287697.3922,0.0651,0.1936,335,0.0152,-0.4154,0.131756757,0.0206,0.0899
202102,10003,"new castle, de",312449.5,0.0418,0.0592,419,-0.0832,-0.5543,65,0,-0.226190476,296,-0.1778,-0.3333,56,-0.5484,-0.0667,68,-0.0556,-0.6731,913,0.0156,2.7418,155.1253413,0.0277,0.1188,1777.5,0.0157,-0.0977,420362.4161,0.0766,0.1688,1332,-0.0177,0.125,2.178997613,0.2118,1.9194
202102,49035,"salt lake, ut",608949.5,-0.0425,0.194,481,-0.1635,-0.6146,21.5,-0.532608696,-0.56122449,784,0.1951,-0.1404,52,-0.1333,-0.5517,76,-0.05,-0.7841,2153,0.0218,0.0554,236.6369803,0.0057,0.3224,2606,-0.0034,-0.1243,1003311.115,-0.0152,0.3744,2634,-0.0179,-0.1989,4.476091476,0.8117,2.8415
202102,8041,"el paso, co",531000,0.0434,0.1407,465,-0.0491,-0.5563,20,-0.473684211,-0.444444444,736,0.1795,-0.1674,104,0,0.3,60,-0.1667,-0.7619,755,0.1286,-0.2111,206.7514403,0.086,0.2978,2921,0.0003,-0.0791,758010.4366,-0.001,0.2646,1220,0.0535,-0.3915,1.623655914,0.2556,0.7105
202102,49053,"washington, ut",677450,0.1502,0.5088,345,-0.1131,-0.7886,19,-0.634615385,-0.577777778,396,0.5469,-0.45,28,-0.2222,-0.5625,44,-0.0833,-0.875,199,0.0815,0.1117,237.1488211,0.0694,0.2474,2807.5,0.015,0.1983,934805.3753,0.0247,0.6439,544,-0.0506,-0.6996,0.576811594,0.1038,0.4671
202102,42111,"somerset, pa",159000,0.0973,0.0127,148,0,-0.6105,125,0.225490196,-0.17218543,48,0.5,-0.2941,0,,,12,-0.25,-0.625,63,-0.125,-0.0308,67.13051823,-0.038,-0.0216,1693,0,0.0588,286128.2165,-0.0225,0.3698,211,-0.0409,-0.5258,0.425675676,-0.0608,0.2546
202102,6039,"madera, ca",454000,0.0822,0.3009,237,-0.1625,-0.6291,61.5,0.025,-0.133802817,160,-0.1304,-0.3846,12,0,-0.25,28,0,-0.7667,256,0.0579,0.1327,207.2916667,0.0439,0.1623,2127.5,-0.0012,0.0712,657969.5689,0.0743,0.5009,493,-0.061,-0.4301,1.080168776,0.225,0.7265
202102,42089,"monroe, pa",285000,0.0215,0.4322,423,-0.1455,-0.6682,65,-0.071428571,-0.414414414,204,-0.0893,-0.4333,24,0.2,1,48,-0.25,-0.7895,549,-0.0266,0.2309,141.7246284,0.0236,0.4031,2028,0.001,0.0747,369796.116,0.024,0.5549,972,-0.0822,-0.4352,1.29787234,0.1585,0.9481
202102,54011,"cabell, wv",132450,-0.0539,-0.0539,217,-0.125,-0.5711,97.5,-0.005102041,-0.226190476,44,-0.2667,-0.5769,0,,,36,-0.25,-0.4706,156,0.2093,0.1143,78.5669233,0.0034,0.0483,1869,-0.0386,0.0298,194626.7699,-0.0468,-0.0305,373,-0.0106,-0.4226,0.718894009,0.1987,0.4422
202102,37107,"lenoir, nc",155400,-0.0744,0.3059,49,-0.1552,-0.5847,66.5,0.209090909,-0.389908257,28,0,0,0,-1,,4,0,-0.6667,73,0.1406,0.6977,77.52387064,-0.0929,0.1394,2014,0.0312,0.1158,183521.4545,-0.0321,0.1816,122,0,-0.2422,1.489795918,0.3863,1.1254
202102,34009,"cape may, nj",598700,0.0885,0.2347,670,-0.1986,-0.6427,58,-0.256410256,-0.395833333,352,-0.0222,-0.4094,12,-0.5,-0.4,80,-0.1304,-0.6875,260,-0.255,-0.1246,214.0590438,0.0284,0.216,875,-0.1388,-0.2002,1061846.123,0.1007,-0.1501,930,-0.2152,-0.5718,0.388059701,-0.0294,0.2297
202102,25015,"hampshire, ma",398950,0.01,0.1085,151,-0.1793,-0.4793,89,0.047058824,-0.063157895,64,0.0667,-0.3846,4,0,0,12,-0.625,-0.8333,47,0.3429,0,231.9795589,0.0624,0.232,1805,-0.0028,-0.05,523438.3791,0.0464,0.2765,198,-0.0959,-0.4125,0.311258278,0.121,0.1492
202102,26087,"lapeer, mi",312400,0.2062,0.202,125,0.0684,-0.5387,32,-0.384615385,-0.724137931,72,0.2,0.0588,4,0,,16,-0.2,-0.6923,36,0,1,177.2316898,0.0767,0.2256,1811,0.0554,-0.0458,381378.0998,0.0863,0.1391,161,0.0523,-0.4429,0.288,-0.0197,0.2216
202102,47105,"loudon, tn",447500,0.0409,0.2098,84,-0.0769,-0.5882,46.5,-0.237704918,-0.494565217,40,-0.2308,-0.4118,12,2,,4,-0.75,-0.9231,184,0.1018,0.363,174.1513767,0.0431,0.1947,2564,0.0957,0.0683,674609.6087,0.1255,0.3959,268,0.0388,-0.2094,2.19047619,0.3553,1.5287
202102,13103,"effingham, ga",277250,-0.0098,0.0705,144,-0.2941,-0.6488,46,-0.313432836,-0.425,92,-0.0417,-0.3947,16,0,-0.6,12,0,-0.7857,210,0.2426,0.4094,127.8647979,0.039,0.1954,2090.5,-0.0357,-0.0871,323182.589,0.0646,0.1504,354,-0.0509,-0.3667,1.458333333,0.6299,1.0949
202102,47149,"rutherford, tn",386449,0.0305,0.1894,263,-0.2892,-0.7199,22.5,-0.02173913,-0.274193548,252,-0.3077,-0.58,176,0.2941,0.6296,8,-0.8,-0.9706,276,0.104,-0.0676,170.8496375,0.0339,0.1738,2292.5,0.0055,0.0081,475168.9053,0.0922,0.3125,539,-0.1306,-0.5636,1.049429658,0.3738,0.7342
202102,18057,"hamilton, in",374450,0.0558,0.0066,256,-0.3228,-0.6675,70.5,0.330188679,-0.160714286,264,0.2453,-0.2414,4,-0.8,-0.75,48,-0.2941,-0.8621,651,0.2353,-0.0565,150.177303,0.0041,0.2353,2453,0.0234,-0.2334,525680.1187,0.1197,0.0975,907,0.0022,-0.3788,2.54296875,1.1488,1.6469
202102,39093,"lorain, oh",209900,0.0548,0.2576,223,-0.318,-0.6999,72.5,0.150793651,-0.147058824,136,-0.0286,-0.4848,16,-0.2,-0.2,48,-0.4783,-0.7447,551,0.1314,-0.0018,99.5031255,0.0162,0.147,1829,-0.0434,0.0572,290056.7141,0.0381,0.2932,774,-0.0491,-0.4023,2.470852018,0.9816,1.7279
202102,37135,"orange, nc",584375,0.1028,0.3282,91,-0.2018,-0.663,35.5,-0.398305085,-0.427419355,76,-0.1364,-0.4722,12,-0.25,-0.25,16,-0.4286,-0.7143,120,0.1881,0.0619,207.2757234,0.0376,0.1439,2827,0.0945,0.1376,764618.9448,0.13,0.3367,211,-0.0186,-0.4491,1.318681319,0.4327,0.9002
202102,1077,"lauderdale, al",217475,-0.011,0.1574,117,-0.1875,-0.6657,51.5,-0.434065934,-0.414772727,80,0.25,-0.2308,0,,-1,12,-0.4,-0.8333,0,,-1,105.5478179,-0.0136,0.1645,1900,-0.0599,-0.0505,289573.0171,-0.0087,0.0997,117,-0.1875,-0.6676,0,0,-0.0057
202102,18011,"boone, in",417450,-0.0452,0.0061,65,-0.2169,-0.6649,73.5,-0.02,-0.25,36,0,-0.55,0,-1,,4,-0.75,-0.9412,140,0.25,0.0938,148.6234588,0.0527,0.1541,2662,-0.1127,-0.1357,685997.1849,-0.0145,0.1109,205,0.0513,-0.3634,2.153846154,0.8044,1.4941
202102,45003,"aiken, sc",277042.5,0.0789,0.1794,406,-0.0958,-0.5172,57,0.075471698,-0.4,168,0,-0.2881,124,0.4762,1.3846,56,-0.3636,-0.5758,392,0.0652,0.3852,123.3947543,0.0425,0.1329,2258.5,0.0038,0.0038,390043.6201,0.0646,0.1811,798,-0.0233,-0.29,0.965517241,0.1459,0.629
202102,40079,"le flore, ok",169000,0.1274,0.2528,91,-0.0619,-0.4348,79,0.128571429,-0.141304348,16,-0.5,-0.6,0,,,8,-0.5,-0.6,13,0.0833,0.3,89.57019512,0.076,0.1026,1657,-0.0154,0.0172,233890.296,-0.0642,0.3969,104,-0.0459,-0.3918,0.142857143,0.0191,0.0807
202102,12087,"monroe, fl",870000,-0.0046,0.0875,858,-0.1805,-0.546,82,-0.240740741,-0.18,292,0.0139,-0.2396,28,1.3333,1.3333,128,0.0323,-0.7355,721,0.5021,0.9125,623.7682274,0.0421,0.1938,1417.5,-0.0122,-0.0729,2047113.428,0.066,0.3655,1579,0.0341,-0.3035,0.84032634,0.3819,0.6409
202102,51540,"charlottesville city, va",689450,0.1138,0.1493,69,-0.1786,-0.623,109,-0.084033613,-0.043859649,48,0.0909,-0.3333,4,-0.6667,0,4,-0.6667,-0.8333,193,0.2138,0.0722,277.0491373,0.1186,0.1673,2342,0.0187,-0.0706,1144080.237,0.1246,0.252,262,0.0782,-0.2782,2.797101449,0.9042,1.8135
202102,18127,"porter, in",389950,0.182,0.2748,106,-0.4045,-0.6901,78,0.3,0.147058824,60,-0.2857,-0.5313,4,-0.5,0,16,-0.5556,-0.8857,76,0.2667,-0.4198,165.4933701,0.1507,0.2395,2300,0.0268,-0.0022,505828.0922,0.1286,0.2754,182,-0.2353,-0.6152,0.716981132,0.3799,0.3339
202102,39087,"lawrence, oh",113500,-0.0992,-0.1263,109,-0.084,-0.455,68.5,-0.221590909,-0.301020408,28,-0.3,-0.4167,0,,,20,0.6667,-0.2857,79,0.463,0.3621,77.17611336,-0.0605,-0.073,1337,-0.0715,-0.1301,141746.4831,-0.0583,-0.0876,188,0.0867,-0.2713,0.724770642,0.271,0.4348
202102,13063,"clayton, ga",187500,0.0714,0.1538,226,-0.0996,-0.6632,29,-0.256410256,-0.452830189,232,0.1154,-0.2927,52,-0.1875,0.0833,12,-0.625,-0.925,690,0.1349,0.2994,91.26902509,0.004,0.1157,1291,-0.0394,0.0078,217848.9521,0.0542,0.1016,916,0.0664,-0.2379,3.053097345,0.6308,2.2617
202102,12021,"collier, fl",538000,0.0549,0.0782,2624,-0.2526,-0.5998,59,-0.223684211,-0.329545455,1260,-0.1176,-0.2222,244,-0.2278,1.5417,448,-0.2113,-0.7632,4126,0.2416,0.961,295.5977838,0.0502,0.1772,1808.5,0.0047,-0.0735,1196070.367,0.0247,0.1921,6750,-0.0123,-0.2206,1.572408537,0.626,1.2515
202102,17029,"coles, il",85900,0.054,-0.0402,98,-0.1404,-0.51,105,-0.027777778,-0.21641791,20,0.25,-0.6154,0,,,12,0.5,-0.5714,28,0.4,0.4737,58.01204687,-0.0056,-0.0729,1518,0.0615,-0.063,109430.1156,0.0691,-0.0309,126,-0.0597,-0.4247,0.285714286,0.1103,0.1907
202102,37171,"surry, nc",312000,0.1345,0.6865,59,-0.1194,-0.5816,87.5,-0.116161616,-0.097938144,32,0.1429,-0.3846,0,,,8,0,-0.7778,82,-0.1087,0.9524,0,,,0,,,409918.3772,0.0812,0.4708,141,-0.1132,-0.2295,1.389830508,0.0167,1.092
202102,20177,"shawnee, ks",149900,0.0356,-0.0138,111,-0.1957,-0.605,36.5,-0.130952381,-0.130952381,76,-0.2963,-0.525,0,,,12,-0.7,-0.8696,14,0.4,-0.4615,81.22411666,-0.0178,0.022,1717,0.0196,0.0029,211161.1675,0.0794,0.1634,125,-0.1554,-0.5928,0.126126126,0.0537,0.0336
202102,22099,"st. martin, la",199950,-0.07,-0.1113,56,-0.1515,-0.5591,67.5,-0.407894737,-0.484732824,12,-0.4,-0.5,0,,-1,16,0,-0.3333,50,0.1364,0.3889,102.8700906,-0.0788,-0.1095,1870.5,-0.0258,0.0438,241221.9422,-0.0151,0.0255,106,-0.0364,-0.3497,0.892857143,0.2262,0.6094
202102,26025,"calhoun, mi",166900,0.0699,0.1921,150,-0.2611,-0.537,95,0.397058824,0.439393939,64,-0.1111,-0.4286,0,-1,,24,-0.4,-0.6842,232,0.045,1.6977,102.8120716,0.1024,0.2175,1556,0,-0.0359,251243.5415,0.1397,0.3251,382,-0.1012,-0.0683,1.546666667,0.4531,1.2812
202102,27169,"winona, mn",184900,0,-0.0469,56,-0.1111,-0.4717,87.5,0.136363636,-0.23245614,24,0,0,0,,,4,-0.5,-0.8,52,0.1556,0.1304,105.1348554,0.0101,-0.044,1938,0.0073,0.11,236283.2707,-0.0083,0.083,108,0,-0.2895,0.928571429,0.2143,0.4946
202102,5119,"pulaski, ar",262400,0.0496,0.2501,495,-0.1596,-0.6264,58.5,-0.071428571,0.026315789,196,-0.2222,-0.6048,8,0,0,72,-0.4375,-0.7857,453,0.1213,0.039,121.2445411,0.0624,0.1611,2098.5,-0.0157,0.0272,379181.5675,0.022,0.2882,948,-0.0453,-0.4617,0.915151515,0.2292,0.5861
202102,37133,"onslow, nc",274495,-0.0015,0.2738,295,-0.2027,-0.7631,49,-0.183333333,-0.461538462,240,0.2,-0.4118,32,-0.5,-0.3846,28,-0.5333,-0.8889,1266,0.1562,0.4824,134.8802001,0.0158,0.157,1826.5,-0.0315,0.0582,413333.6328,-0.0012,0.3662,1561,0.0655,-0.2563,4.291525424,1.3321,3.6056
202102,17201,"winnebago, il",120000,-0.0156,-0.0769,294,-0.305,-0.6905,55.5,-0.043103448,-0.239726027,176,-0.2143,-0.5111,4,0,-0.5,76,-0.05,-0.7164,651,0.085,0.173,81.48377825,0.0448,0.0741,1600,0.0127,-0.0332,194964.6395,0.1004,0.1821,945,-0.0762,-0.3721,2.214285714,0.7958,1.6301
202102,51161,"roanoke, va",329950,0.1187,0.2223,113,-0.2803,-0.5603,80.5,0.118055556,-0.105555556,60,-0.0625,-0.4231,28,,6,24,-0.4,-0.5714,236,0.198,0.0926,149.6272806,0.0326,0.1077,2258,-0.0062,0.0752,378537.6625,0.0539,0.1767,349,-0.0141,-0.2622,2.088495575,0.8337,1.248
202102,12117,"seminole, fl",335000,-0.0118,0.0121,495,-0.208,-0.5259,44.5,-0.072916667,-0.258333333,368,-0.0108,-0.2977,64,0.1429,0.4545,136,-0.2609,-0.6634,929,0.1656,-0.02,172.1120275,0.0038,0.0816,1840,-0.0593,-0.1111,510478.2016,0.0555,0.2132,1424,0.0014,-0.2851,1.876767677,0.6016,0.9687
202102,51165,"rockingham, va",307450,-0.005,0.102,98,-0.0926,-0.2033,70,0.076923077,-0.3,56,0.4,0.0769,0,,,12,-0.25,0,163,-0.0298,19.375,169.2757649,-0.0185,0.1793,1721.5,-0.0409,-0.1561,559997.6559,0.0809,0.3576,261,-0.0543,0.9924,1.663265306,0.1077,1.5982
202102,51810,"virginia beach city, va",334022.5,0.0122,-0.0948,684,-0.0407,-0.4466,25.5,-0.3625,-0.346153846,520,0.0656,-0.1875,28,0.1667,0.1667,52,-0.4091,-0.7759,4,1,1,188.33061,0.0164,0.0555,1764.5,-0.002,-0.1329,557124.9916,0.029,0.0314,688,-0.0378,-0.4443,0.005847953,0.003,0.0042
202102,1001,"autauga, al",299650,0.0897,0.3777,54,-0.1429,-0.6327,76.5,-0.120689655,-0.203125,28,0.4,-0.5333,0,,,4,-0.5,-0.8333,143,0.1626,0.8101,103.9608037,0.0011,0.0488,2665,0.055,0.2158,285905.8545,0.0863,0.2182,197,0.0591,-0.1283,2.648148148,0.6958,2.1107
202102,6019,"fresno, ca",365000,0,0.1231,523,-0.0525,-0.6059,24,-0.384615385,-0.454545455,612,0.2047,-0.1685,20,0,-0.6875,84,-0.16,-0.764,514,-0.0247,-0.0919,206.0085252,0.0392,0.1758,1786.5,-0.0322,-0.0184,528991.9394,0.0531,0.3,1037,-0.0389,-0.4522,0.982791587,0.0281,0.5563
202102,1069,"houston, al",189900,-0.0237,-0.0104,210,-0.0498,-0.5195,67,-0.069444444,-0.151898734,92,0,-0.3947,0,,,56,0.2727,-0.3,39,-0.0714,0.3929,94.76940382,-0.0039,-0.0121,2039.5,-0.0171,-0.0007,282800.5751,0.0323,0.1555,249,-0.0532,-0.4645,0.185714286,-0.0043,0.1216
202102,22005,"ascension, la",301101,0.004,0.0949,277,-0.1371,-0.5062,67,-0.082191781,-0.202380952,128,0.1852,-0.2558,52,0.4444,1.1667,36,-0.4,-0.6786,388,0.1479,0.61,147.6191896,0.0068,0.0877,2078,-0.0038,0.0117,354334.6679,-0.0281,0.1589,665,0.0091,-0.1708,1.400722022,0.3478,0.9711
202102,49049,"utah, ut",537200,-0.0143,0.2552,300,-0.2084,-0.7823,19.5,-0.61,-0.651785714,464,0.0642,-0.3054,52,-0.2353,-0.7292,52,0.0833,-0.7636,2409,0.0135,0.1797,181.7059833,0.1082,0.3242,3226,-0.0767,-0.0427,1221344.289,0.179,1.2152,2709,-0.0171,-0.2079,8.03,1.7582,6.5481
202102,45015,"berkeley, sc",359565,0.0273,0.2463,175,-0.3659,-0.6807,44.5,-0.205357143,-0.245762712,180,0.3235,-0.1964,64,-0.5,0.0667,40,-0.5238,-0.7561,445,0.168,0.2861,180.7043976,0.0572,0.2515,2121,-0.0381,-0.007,545204.6584,-0.002,0.1917,620,-0.0563,-0.3065,2.542857143,1.1624,1.9115
202102,1121,"talladega, al",157500,-0.1,-0.0455,118,-0.0853,-0.5373,72.5,0.021126761,-0.334862385,40,0.25,-0.2308,0,,-1,16,0.3333,-0.6,81,-0.0795,0.5882,85.82001184,-0.1058,-0.01,1676.5,-0.0603,-0.0839,267848.5203,0.0649,0.1156,199,-0.0829,-0.3497,0.686440678,0.0043,0.4864
202102,54069,"ohio, wv",142400,0.1392,0.0245,114,-0.0256,-0.1024,107.5,0.143617021,-0.013761468,28,0.75,0,0,,,20,0,-0.375,58,-0.1343,0.2889,89.21977984,0.0236,-0.0033,1676,0.0078,0.0182,198686.0332,0.0087,-0.0294,172,-0.0652,0,0.50877193,-0.0639,0.1544
202102,36057,"montgomery, ny",175950,0.0664,0.3545,106,-0.1382,-0.5289,132,0.222222222,0.189189189,16,-0.3333,-0.5,0,,,20,0.6667,-0.5455,135,-0.069,0.6071,106.6711669,0.0508,0.2771,1644,0,-0.0214,240698.5765,0.0538,0.2602,241,-0.1007,-0.2201,1.273584906,0.0947,0.9003
202102,5005,"baxter, ar",264450,0.0175,0.3702,128,-0.1351,-0.5461,112,0.046728972,-0.138461538,52,0.8571,-0.1333,0,,,16,-0.2,-0.5556,107,0.1505,0.2588,115.7785043,0.0251,0.1815,1900,0,0.055,369244.3907,0.0281,0.3099,235,-0.0249,-0.3597,0.8359375,0.2076,0.5345
202102,6041,"marin, ca",1390000,-0.0407,-0.0064,215,-0.0183,-0.126,24.5,-0.65,-0.371794872,224,0.3023,0.0182,0,,,36,0.125,-0.4,210,0.3376,0.5441,695.3511905,-0.0019,0.0403,1723.5,-0.0404,-0.1946,2717280.797,-0.0123,0.0937,425,0.1303,0.1126,0.976744186,0.2598,0.4239
202102,1095,"marshall, al",274900,0.0374,0.1653,123,-0.2454,-0.5444,72,0,-0.28,44,-0.2143,-0.3889,4,0,-0.5,32,-0.3846,-0.5294,1,,0,119.3888889,0.1113,0.1443,2232.5,-0.0251,0.0148,415932.3509,0.1201,0.2206,124,-0.2393,-0.5424,0.008130081,0.0081,0.0044
202102,35035,"otero, nm",195750,-0.0679,-0.0198,137,-0.1438,-0.6052,81,0.065789474,-0.242990654,44,-0.2667,-0.4762,0,,-1,12,-0.25,-0.7,172,0.2741,0.6863,112.8277207,-0.0212,0.024,1763.5,-0.007,-0.0549,303734.3552,-0.0356,0.3022,309,0.0475,-0.3118,1.255474453,0.4117,0.9615
202102,24001,"allegany, md",116450,-0.0131,0.1657,122,-0.1867,-0.5564,118,0.268817204,-0.048387097,24,-0.4,-0.5714,4,,,24,0,-0.5714,106,0.2045,3.6087,77.70237616,0.0121,0.1935,1672,0.0121,0.0251,243398.377,0.1096,0.5095,228,-0.042,-0.2349,0.868852459,0.2822,0.7852
202102,26073,"isabella, mi",176000,0.0817,-0.0435,85,-0.213,-0.4785,112.5,0.278409091,0.032110092,28,1.3333,-0.4615,0,,,20,-0.1667,-0.2857,69,0.5682,0.2321,98.10810811,0.0441,0.0388,2050,0.0789,0.127,248795.8521,0.1308,0.2081,154,0.0132,-0.2968,0.811764706,0.4044,0.4682
